state,Amazon_noneAmazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amapa,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Amazonas,Amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Bahia,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
Ceara,not_amazon
