year,state,month,number,date,country
2016,Roraima,9,19,01-01-16,Brazil
2017,Roraima,9,43,01-01-17,Brazil
1998,Roraima,10,1,01-01-98,Brazil
1999,Roraima,10,10,01-01-99,Brazil
2000,Roraima,10,25,01-01-00,Brazil
2001,Roraima,10,13,01-01-01,Brazil
2002,Roraima,10,191,01-01-02,Brazil
2003,Roraima,10,14,01-01-03,Brazil
2004,Roraima,10,53,01-01-04,Brazil
2005,Roraima,10,88,01-01-05,Brazil
2006,Roraima,10,135,01-01-06,Brazil
2007,Roraima,10,15,01-01-07,Brazil
2008,Roraima,10,78,01-01-08,Brazil
2009,Roraima,10,197,01-01-09,Brazil
2010,Roraima,10,64,01-01-10,Brazil
2011,Roraima,10,65,01-01-11,Brazil
2012,Roraima,10,152,01-01-12,Brazil
2013,Roraima,10,63,01-01-13,Brazil
2014,Roraima,10,61,01-01-14,Brazil
2015,Roraima,10,181,01-01-15,Brazil
2016,Roraima,10,101,01-01-16,Brazil
2017,Roraima,10,156,01-01-17,Brazil
1998,Roraima,11,1,01-01-98,Brazil
1999,Roraima,11,15,01-01-99,Brazil
2000,Roraima,11,32,01-01-00,Brazil
2001,Roraima,11,76,01-01-01,Brazil
2002,Roraima,11,133,01-01-02,Brazil
2003,Roraima,11,27,01-01-03,Brazil
2004,Roraima,11,135,01-01-04,Brazil
2005,Roraima,11,135,01-01-05,Brazil
2006,Roraima,11,26,01-01-06,Brazil
2007,Roraima,11,112,01-01-07,Brazil
2008,Roraima,11,39,01-01-08,Brazil
2009,Roraima,11,312,01-01-09,Brazil
2010,Roraima,11,27,01-01-10,Brazil
2011,Roraima,11,121,01-01-11,Brazil
2012,Roraima,11,187,01-01-12,Brazil
2013,Roraima,11,106,01-01-13,Brazil
2014,Roraima,11,143,01-01-14,Brazil
2015,Roraima,11,280,01-01-15,Brazil
2016,Roraima,11,71,01-01-16,Brazil
2017,Roraima,11,327,01-01-17,Brazil
1998,Roraima,12,16,01-01-98,Brazil
1999,Roraima,12,35,01-01-99,Brazil
2000,Roraima,12,77,01-01-00,Brazil
2001,Roraima,12,76,01-01-01,Brazil
2002,Roraima,12,199,01-01-02,Brazil
2003,Roraima,12,157,01-01-03,Brazil
2004,Roraima,12,160,01-01-04,Brazil
2005,Roraima,12,71,01-01-05,Brazil
2006,Roraima,12,101,01-01-06,Brazil
2007,Roraima,12,8,01-01-07,Brazil
2008,Roraima,12,5,01-01-08,Brazil
2009,Roraima,12,290,01-01-09,Brazil
2010,Roraima,12,73,01-01-10,Brazil
2011,Roraima,12,249,01-01-11,Brazil
2012,Roraima,12,78,01-01-12,Brazil
2013,Roraima,12,65,01-01-13,Brazil
2014,Roraima,12,277,01-01-14,Brazil
2015,Roraima,12,304,01-01-15,Brazil
2016,Roraima,12,136,01-01-16,Brazil
1998,Santa Catarina,1,0,01-01-98,Brazil
1999,Santa Catarina,1,11,01-01-99,Brazil
2000,Santa Catarina,1,14,01-01-00,Brazil
2001,Santa Catarina,1,11,01-01-01,Brazil
2002,Santa Catarina,1,22,01-01-02,Brazil
2003,Santa Catarina,1,45,01-01-03,Brazil
2004,Santa Catarina,1,37,01-01-04,Brazil
2005,Santa Catarina,1,46,01-01-05,Brazil
2006,Santa Catarina,1,41,01-01-06,Brazil
2007,Santa Catarina,1,9,01-01-07,Brazil
2008,Santa Catarina,1,25,01-01-08,Brazil
2009,Santa Catarina,1,21,01-01-09,Brazil
2010,Santa Catarina,1,2,01-01-10,Brazil
2011,Santa Catarina,1,9,01-01-11,Brazil
2012,Santa Catarina,1,14,01-01-12,Brazil
2013,Santa Catarina,1,18,01-01-13,Brazil
2014,Santa Catarina,1,58,01-01-14,Brazil
2015,Santa Catarina,1,28,01-01-15,Brazil
2016,Santa Catarina,1,53,01-01-16,Brazil
2017,Santa Catarina,1,46,01-01-17,Brazil
1998,Santa Catarina,2,0,01-01-98,Brazil
1999,Santa Catarina,2,2,01-01-99,Brazil
2000,Santa Catarina,2,8,01-01-00,Brazil
2001,Santa Catarina,2,0,01-01-01,Brazil
2002,Santa Catarina,2,5,01-01-02,Brazil
2003,Santa Catarina,2,43,01-01-03,Brazil
2004,Santa Catarina,2,29,01-01-04,Brazil
2005,Santa Catarina,2,46,01-01-05,Brazil
2006,Santa Catarina,2,18,01-01-06,Brazil
2007,Santa Catarina,2,14,01-01-07,Brazil
2008,Santa Catarina,2,29,01-01-08,Brazil
2009,Santa Catarina,2,7,01-01-09,Brazil
2010,Santa Catarina,2,15,01-01-10,Brazil
2011,Santa Catarina,2,1,01-01-11,Brazil
2012,Santa Catarina,2,13,01-01-12,Brazil
2013,Santa Catarina,2,12,01-01-13,Brazil
2014,Santa Catarina,2,27,01-01-14,Brazil
2015,Santa Catarina,2,23,01-01-15,Brazil
2016,Santa Catarina,2,10,01-01-16,Brazil
2017,Santa Catarina,2,31,01-01-17,Brazil
1998,Santa Catarina,3,0,01-01-98,Brazil
1999,Santa Catarina,3,7,01-01-99,Brazil
2000,Santa Catarina,3,46,01-01-00,Brazil
2001,Santa Catarina,3,1,01-01-01,Brazil
2002,Santa Catarina,3,12,01-01-02,Brazil
2003,Santa Catarina,3,58,01-01-03,Brazil
2004,Santa Catarina,3,73,01-01-04,Brazil
2005,Santa Catarina,3,92,01-01-05,Brazil
2006,Santa Catarina,3,48,01-01-06,Brazil
2007,Santa Catarina,3,23,01-01-07,Brazil
2008,Santa Catarina,3,14,01-01-08,Brazil
2009,Santa Catarina,3,33,01-01-09,Brazil
2010,Santa Catarina,3,9,01-01-10,Brazil
2011,Santa Catarina,3,8,01-01-11,Brazil
2012,Santa Catarina,3,65,01-01-12,Brazil
2013,Santa Catarina,3,14,01-01-13,Brazil
2014,Santa Catarina,3,15,01-01-14,Brazil
2015,Santa Catarina,3,37,01-01-15,Brazil
2016,Santa Catarina,3,21,01-01-16,Brazil
2017,Santa Catarina,3,12,01-01-17,Brazil
1998,Santa Catarina,4,0,01-01-98,Brazil
1999,Santa Catarina,4,0,01-01-99,Brazil
2000,Santa Catarina,4,7,01-01-00,Brazil
2001,Santa Catarina,4,1,01-01-01,Brazil
2002,Santa Catarina,4,7,01-01-02,Brazil
2003,Santa Catarina,4,120,01-01-03,Brazil
2004,Santa Catarina,4,59,01-01-04,Brazil
2005,Santa Catarina,4,25,01-01-05,Brazil
2006,Santa Catarina,4,30,01-01-06,Brazil
2007,Santa Catarina,4,2,01-01-07,Brazil
2008,Santa Catarina,4,31,01-01-08,Brazil
2009,Santa Catarina,4,57,01-01-09,Brazil
2010,Santa Catarina,4,19,01-01-10,Brazil
2011,Santa Catarina,4,5,01-01-11,Brazil
2012,Santa Catarina,4,40,01-01-12,Brazil
2013,Santa Catarina,4,46,01-01-13,Brazil
2014,Santa Catarina,4,34,01-01-14,Brazil
2015,Santa Catarina,4,32,01-01-15,Brazil
2016,Santa Catarina,4,36,01-01-16,Brazil
2017,Santa Catarina,4,26,01-01-17,Brazil
1998,Santa Catarina,5,0,01-01-98,Brazil
1999,Santa Catarina,5,1,01-01-99,Brazil
2000,Santa Catarina,5,0,01-01-00,Brazil
2001,Santa Catarina,5,2,01-01-01,Brazil
2002,Santa Catarina,5,3,01-01-02,Brazil
2003,Santa Catarina,5,84,01-01-03,Brazil
2004,Santa Catarina,5,2,01-01-04,Brazil
2005,Santa Catarina,5,21,01-01-05,Brazil
2006,Santa Catarina,5,33,01-01-06,Brazil
2007,Santa Catarina,5,2,01-01-07,Brazil
2008,Santa Catarina,5,15,01-01-08,Brazil
2009,Santa Catarina,5,33,01-01-09,Brazil
2010,Santa Catarina,5,1,01-01-10,Brazil
2011,Santa Catarina,5,16,01-01-11,Brazil
2012,Santa Catarina,5,60,01-01-12,Brazil
2013,Santa Catarina,5,52,01-01-13,Brazil
2014,Santa Catarina,5,42,01-01-14,Brazil
2015,Santa Catarina,5,70,01-01-15,Brazil
2016,Santa Catarina,5,26,01-01-16,Brazil
2017,Santa Catarina,5,36,01-01-17,Brazil
1998,Santa Catarina,6,2,01-01-98,Brazil
1999,Santa Catarina,6,0,01-01-99,Brazil
2000,Santa Catarina,6,2,01-01-00,Brazil
2001,Santa Catarina,6,1,01-01-01,Brazil
2002,Santa Catarina,6,0,01-01-02,Brazil
2003,Santa Catarina,6,68,01-01-03,Brazil
2004,Santa Catarina,6,127,01-01-04,Brazil
2005,Santa Catarina,6,58,01-01-05,Brazil
2006,Santa Catarina,6,32,01-01-06,Brazil
2007,Santa Catarina,6,11,01-01-07,Brazil
2008,Santa Catarina,6,2,01-01-08,Brazil
2009,Santa Catarina,6,14,01-01-09,Brazil
2010,Santa Catarina,6,1,01-01-10,Brazil
2011,Santa Catarina,6,26,01-01-11,Brazil
2012,Santa Catarina,6,42,01-01-12,Brazil
2013,Santa Catarina,6,31,01-01-13,Brazil
2014,Santa Catarina,6,3,01-01-14,Brazil
2015,Santa Catarina,6,104,01-01-15,Brazil
2016,Santa Catarina,6,79,01-01-16,Brazil
2017,Santa Catarina,6,70,01-01-17,Brazil
1998,Santa Catarina,7,0,01-01-98,Brazil
1999,Santa Catarina,7,2,01-01-99,Brazil
2000,Santa Catarina,7,21,01-01-00,Brazil
2001,Santa Catarina,7,5,01-01-01,Brazil
2002,Santa Catarina,7,82,01-01-02,Brazil
2003,Santa Catarina,7,43,01-01-03,Brazil
2004,Santa Catarina,7,94,01-01-04,Brazil
2005,Santa Catarina,7,90,01-01-05,Brazil
2006,Santa Catarina,7,74,01-01-06,Brazil
2007,Santa Catarina,7,12,01-01-07,Brazil
2008,Santa Catarina,7,46,01-01-08,Brazil
2009,Santa Catarina,7,26,01-01-09,Brazil
2010,Santa Catarina,7,31,01-01-10,Brazil
2011,Santa Catarina,7,31,01-01-11,Brazil
2012,Santa Catarina,7,42,01-01-12,Brazil
2013,Santa Catarina,7,69,01-01-13,Brazil
2014,Santa Catarina,7,82,01-01-14,Brazil
2015,Santa Catarina,7,45,01-01-15,Brazil
2016,Santa Catarina,7,480,01-01-16,Brazil
2017,Santa Catarina,7,591,01-01-17,Brazil
1998,Santa Catarina,8,0,01-01-98,Brazil
1999,Santa Catarina,8,51,01-01-99,Brazil
2000,Santa Catarina,8,69,01-01-00,Brazil
2001,Santa Catarina,8,24,01-01-01,Brazil
2002,Santa Catarina,8,702,01-01-02,Brazil
2003,Santa Catarina,8,1,01-01-03,Brazil
2004,Santa Catarina,8,728,01-01-04,Brazil
2005,Santa Catarina,8,391,01-01-05,Brazil
2006,Santa Catarina,8,728,01-01-06,Brazil
2007,Santa Catarina,8,462,01-01-07,Brazil
2008,Santa Catarina,8,51,01-01-08,Brazil
2009,Santa Catarina,8,759,01-01-09,Brazil
2010,Santa Catarina,8,511,01-01-10,Brazil
2011,Santa Catarina,8,175,01-01-11,Brazil
2012,Santa Catarina,8,398,01-01-12,Brazil
2013,Santa Catarina,8,236,01-01-13,Brazil
2014,Santa Catarina,8,459,01-01-14,Brazil
2015,Santa Catarina,8,379,01-01-15,Brazil
2016,Santa Catarina,8,765,01-01-16,Brazil
2017,Santa Catarina,8,713,01-01-17,Brazil
1998,Santa Catarina,9,6,01-01-98,Brazil
1999,Santa Catarina,9,101,01-01-99,Brazil
2000,Santa Catarina,9,36,01-01-00,Brazil
2001,Santa Catarina,9,18,01-01-01,Brazil
2002,Santa Catarina,9,416,01-01-02,Brazil
2003,Santa Catarina,9,1,01-01-03,Brazil
2004,Santa Catarina,9,755,01-01-04,Brazil
2005,Santa Catarina,9,116,01-01-05,Brazil
2006,Santa Catarina,9,530,01-01-06,Brazil
2007,Santa Catarina,9,617,01-01-07,Brazil
2008,Santa Catarina,9,233,01-01-08,Brazil
2009,Santa Catarina,9,47,01-01-09,Brazil
2010,Santa Catarina,9,198,01-01-10,Brazil
2011,Santa Catarina,9,450,01-01-11,Brazil
2012,Santa Catarina,9,188,01-01-12,Brazil
2013,Santa Catarina,9,303,01-01-13,Brazil
2014,Santa Catarina,9,208,01-01-14,Brazil
2015,Santa Catarina,9,156,01-01-15,Brazil
2016,Santa Catarina,9,644,01-01-16,Brazil
2017,Santa Catarina,9,626,01-01-17,Brazil
1998,Santa Catarina,10,4,01-01-98,Brazil
1999,Santa Catarina,10,16,01-01-99,Brazil
2000,Santa Catarina,10,55,01-01-00,Brazil
2001,Santa Catarina,10,26,01-01-01,Brazil
2002,Santa Catarina,10,42,01-01-02,Brazil
2003,Santa Catarina,10,669,01-01-03,Brazil
2004,Santa Catarina,10,704,01-01-04,Brazil
2005,Santa Catarina,10,197,01-01-05,Brazil
2006,Santa Catarina,10,269,01-01-06,Brazil
2007,Santa Catarina,10,35,01-01-07,Brazil
2008,Santa Catarina,10,56,01-01-08,Brazil
2009,Santa Catarina,10,252,01-01-09,Brazil
2010,Santa Catarina,10,76,01-01-10,Brazil
2011,Santa Catarina,10,102,01-01-11,Brazil
2012,Santa Catarina,10,34,01-01-12,Brazil
2013,Santa Catarina,10,107,01-01-13,Brazil
2014,Santa Catarina,10,122,01-01-14,Brazil
2015,Santa Catarina,10,21,01-01-15,Brazil
2016,Santa Catarina,10,56,01-01-16,Brazil
2017,Santa Catarina,10,51,01-01-17,Brazil
1998,Santa Catarina,11,21,01-01-98,Brazil
1999,Santa Catarina,11,84,01-01-99,Brazil
2000,Santa Catarina,11,19,01-01-00,Brazil
2001,Santa Catarina,11,66,01-01-01,Brazil
2002,Santa Catarina,11,348,01-01-02,Brazil
2003,Santa Catarina,11,347,01-01-03,Brazil
2004,Santa Catarina,11,279,01-01-04,Brazil
2005,Santa Catarina,11,384,01-01-05,Brazil
2006,Santa Catarina,11,45,01-01-06,Brazil
2007,Santa Catarina,11,26,01-01-07,Brazil
2008,Santa Catarina,11,16,01-01-08,Brazil
2009,Santa Catarina,11,61,01-01-09,Brazil
2010,Santa Catarina,11,88,01-01-10,Brazil
2011,Santa Catarina,11,79,01-01-11,Brazil
2012,Santa Catarina,11,72,01-01-12,Brazil
2013,Santa Catarina,11,84,01-01-13,Brazil
2014,Santa Catarina,11,43,01-01-14,Brazil
2015,Santa Catarina,11,9,01-01-15,Brazil
2016,Santa Catarina,11,156,01-01-16,Brazil
2017,Santa Catarina,11,152,01-01-17,Brazil
1998,Santa Catarina,12,26,01-01-98,Brazil
1999,Santa Catarina,12,89,01-01-99,Brazil
2000,Santa Catarina,12,29,01-01-00,Brazil
2001,Santa Catarina,12,45,01-01-01,Brazil
2002,Santa Catarina,12,76,01-01-02,Brazil
2003,Santa Catarina,12,129,01-01-03,Brazil
2004,Santa Catarina,12,68,01-01-04,Brazil
2005,Santa Catarina,12,17,01-01-05,Brazil
2006,Santa Catarina,12,7,01-01-06,Brazil
2007,Santa Catarina,12,17,01-01-07,Brazil
2008,Santa Catarina,12,29,01-01-08,Brazil
2009,Santa Catarina,12,20,01-01-09,Brazil
2010,Santa Catarina,12,23,01-01-10,Brazil
2011,Santa Catarina,12,24,01-01-11,Brazil
2012,Santa Catarina,12,32,01-01-12,Brazil
2013,Santa Catarina,12,74,01-01-13,Brazil
2014,Santa Catarina,12,45,01-01-14,Brazil
2015,Santa Catarina,12,19,01-01-15,Brazil
2016,Santa Catarina,12,20,01-01-16,Brazil
1998,Sao Paulo,1,0,01-01-98,Brazil
1999,Sao Paulo,1,7,01-01-99,Brazil
2000,Sao Paulo,1,36,01-01-00,Brazil
2001,Sao Paulo,1,26,01-01-01,Brazil
2002,Sao Paulo,1,19,01-01-02,Brazil
2003,Sao Paulo,1,59,01-01-03,Brazil
2004,Sao Paulo,1,37,01-01-04,Brazil
2005,Sao Paulo,1,26,01-01-05,Brazil
2006,Sao Paulo,1,76,01-01-06,Brazil
2007,Sao Paulo,1,14,01-01-07,Brazil
2008,Sao Paulo,1,34,01-01-08,Brazil
2009,Sao Paulo,1,12,01-01-09,Brazil
2010,Sao Paulo,1,45,01-01-10,Brazil
2011,Sao Paulo,1,75,01-01-11,Brazil
2012,Sao Paulo,1,38,01-01-12,Brazil
2013,Sao Paulo,1,36,01-01-13,Brazil
2014,Sao Paulo,1,99,01-01-14,Brazil
2015,Sao Paulo,1,120,01-01-15,Brazil
2016,Sao Paulo,1,85,01-01-16,Brazil
2017,Sao Paulo,1,28,01-01-17,Brazil
1998,Sao Paulo,2,0,01-01-98,Brazil
1999,Sao Paulo,2,47,01-01-99,Brazil
2000,Sao Paulo,2,25,01-01-00,Brazil
2001,Sao Paulo,2,25,01-01-01,Brazil
2002,Sao Paulo,2,19,01-01-02,Brazil
2003,Sao Paulo,2,137,01-01-03,Brazil
2004,Sao Paulo,2,41,01-01-04,Brazil
2005,Sao Paulo,2,78,01-01-05,Brazil
2006,Sao Paulo,2,59,01-01-06,Brazil
2007,Sao Paulo,2,96,01-01-07,Brazil
2008,Sao Paulo,2,30,01-01-08,Brazil
2009,Sao Paulo,2,65,01-01-09,Brazil
2010,Sao Paulo,2,152,01-01-10,Brazil
2011,Sao Paulo,2,73,01-01-11,Brazil
2012,Sao Paulo,2,81,01-01-12,Brazil
2013,Sao Paulo,2,100,01-01-13,Brazil
2014,Sao Paulo,2,112,01-01-14,Brazil
2015,Sao Paulo,2,69,01-01-15,Brazil
2016,Sao Paulo,2,188,01-01-16,Brazil
2017,Sao Paulo,2,107,01-01-17,Brazil
1998,Sao Paulo,3,0,01-01-98,Brazil
1999,Sao Paulo,3,78,01-01-99,Brazil
2000,Sao Paulo,3,26,01-01-00,Brazil
2001,Sao Paulo,3,35,01-01-01,Brazil
2002,Sao Paulo,3,111,01-01-02,Brazil
2003,Sao Paulo,3,86,01-01-03,Brazil
2004,Sao Paulo,3,73,01-01-04,Brazil
2005,Sao Paulo,3,73,01-01-05,Brazil
2006,Sao Paulo,3,106,01-01-06,Brazil
2007,Sao Paulo,3,152,01-01-07,Brazil
2008,Sao Paulo,3,72,01-01-08,Brazil
2009,Sao Paulo,3,55,01-01-09,Brazil
2010,Sao Paulo,3,111,01-01-10,Brazil
2011,Sao Paulo,3,45,01-01-11,Brazil
2012,Sao Paulo,3,99,01-01-12,Brazil
2013,Sao Paulo,3,57,01-01-13,Brazil
2014,Sao Paulo,3,75,01-01-14,Brazil
2015,Sao Paulo,3,68,01-01-15,Brazil
2016,Sao Paulo,3,82,01-01-16,Brazil
2017,Sao Paulo,3,103,01-01-17,Brazil
1998,Sao Paulo,4,0,01-01-98,Brazil
1999,Sao Paulo,4,291,01-01-99,Brazil
2000,Sao Paulo,4,102,01-01-00,Brazil
2001,Sao Paulo,4,61,01-01-01,Brazil
2002,Sao Paulo,4,178,01-01-02,Brazil
2003,Sao Paulo,4,106,01-01-03,Brazil
2004,Sao Paulo,4,36,01-01-04,Brazil
2005,Sao Paulo,4,62,01-01-05,Brazil
2006,Sao Paulo,4,63,01-01-06,Brazil
2007,Sao Paulo,4,44,01-01-07,Brazil
2008,Sao Paulo,4,84,01-01-08,Brazil
2009,Sao Paulo,4,67,01-01-09,Brazil
2010,Sao Paulo,4,91,01-01-10,Brazil
2011,Sao Paulo,4,52,01-01-11,Brazil
2012,Sao Paulo,4,82,01-01-12,Brazil
2013,Sao Paulo,4,103,01-01-13,Brazil
2014,Sao Paulo,4,103,01-01-14,Brazil
2015,Sao Paulo,4,76,01-01-15,Brazil
2016,Sao Paulo,4,307,01-01-16,Brazil
2017,Sao Paulo,4,41,01-01-17,Brazil
1998,Sao Paulo,5,0,01-01-98,Brazil
1999,Sao Paulo,5,500,01-01-99,Brazil
2000,Sao Paulo,5,300,01-01-00,Brazil
2001,Sao Paulo,5,211,01-01-01,Brazil
2002,Sao Paulo,5,319,01-01-02,Brazil
2003,Sao Paulo,5,69,01-01-03,Brazil
2004,Sao Paulo,5,60,01-01-04,Brazil
2005,Sao Paulo,5,212,01-01-05,Brazil
2006,Sao Paulo,5,88,01-01-06,Brazil
2007,Sao Paulo,5,69,01-01-07,Brazil
2008,Sao Paulo,5,40,01-01-08,Brazil
2009,Sao Paulo,5,142,01-01-09,Brazil
2010,Sao Paulo,5,150,01-01-10,Brazil
2011,Sao Paulo,5,136,01-01-11,Brazil
2012,Sao Paulo,5,82,01-01-12,Brazil
2013,Sao Paulo,5,118,01-01-13,Brazil
2014,Sao Paulo,5,181,01-01-14,Brazil
2015,Sao Paulo,5,65,01-01-15,Brazil
2016,Sao Paulo,5,139,01-01-16,Brazil
2017,Sao Paulo,5,43,01-01-17,Brazil
1998,Sao Paulo,6,451,01-01-98,Brazil
1999,Sao Paulo,6,522,01-01-99,Brazil
2000,Sao Paulo,6,606,01-01-00,Brazil
2001,Sao Paulo,6,346,01-01-01,Brazil
2002,Sao Paulo,6,562,01-01-02,Brazil
2003,Sao Paulo,6,132,01-01-03,Brazil
2004,Sao Paulo,6,231,01-01-04,Brazil
2005,Sao Paulo,6,236,01-01-05,Brazil
2006,Sao Paulo,6,97,01-01-06,Brazil
2007,Sao Paulo,6,91,01-01-07,Brazil
2008,Sao Paulo,6,25,01-01-08,Brazil
2009,Sao Paulo,6,125,01-01-09,Brazil
2010,Sao Paulo,6,143,01-01-10,Brazil
2011,Sao Paulo,6,210,01-01-11,Brazil
2012,Sao Paulo,6,30,01-01-12,Brazil
2013,Sao Paulo,6,47,01-01-13,Brazil
2014,Sao Paulo,6,331,01-01-14,Brazil
2015,Sao Paulo,6,147,01-01-15,Brazil
2016,Sao Paulo,6,197,01-01-16,Brazil
2017,Sao Paulo,6,217,01-01-17,Brazil
1998,Sao Paulo,7,596,01-01-98,Brazil
1999,Sao Paulo,7,684,01-01-99,Brazil
2000,Sao Paulo,7,770,01-01-00,Brazil
2001,Sao Paulo,7,538,01-01-01,Brazil
2002,Sao Paulo,7,448,01-01-02,Brazil
2003,Sao Paulo,7,171,01-01-03,Brazil
2004,Sao Paulo,7,342,01-01-04,Brazil
2005,Sao Paulo,7,284,01-01-05,Brazil
2006,Sao Paulo,7,245,01-01-06,Brazil
2007,Sao Paulo,7,94,01-01-07,Brazil
2008,Sao Paulo,7,126,01-01-08,Brazil
2009,Sao Paulo,7,110,01-01-09,Brazil
2010,Sao Paulo,7,600,01-01-10,Brazil
2011,Sao Paulo,7,479,01-01-11,Brazil
2012,Sao Paulo,7,179,01-01-12,Brazil
2013,Sao Paulo,7,181,01-01-13,Brazil
2014,Sao Paulo,7,476,01-01-14,Brazil
2015,Sao Paulo,7,149,01-01-15,Brazil
2016,Sao Paulo,7,687,01-01-16,Brazil
2017,Sao Paulo,7,802,01-01-17,Brazil
1998,Sao Paulo,8,581,01-01-98,Brazil
1999,Sao Paulo,8,1,01-01-99,Brazil
2000,Sao Paulo,8,915,01-01-00,Brazil
2001,Sao Paulo,8,595,01-01-01,Brazil
2002,Sao Paulo,8,719,01-01-02,Brazil
2003,Sao Paulo,8,934,01-01-03,Brazil
2004,Sao Paulo,8,794,01-01-04,Brazil
2005,Sao Paulo,8,522,01-01-05,Brazil
2006,Sao Paulo,8,572,01-01-06,Brazil
2007,Sao Paulo,8,470,01-01-07,Brazil
2008,Sao Paulo,8,153,01-01-08,Brazil
2009,Sao Paulo,8,289,01-01-09,Brazil
2010,Sao Paulo,8,1,01-01-10,Brazil
2011,Sao Paulo,8,1,01-01-11,Brazil
2012,Sao Paulo,8,435,01-01-12,Brazil
2013,Sao Paulo,8,497,01-01-13,Brazil
2014,Sao Paulo,8,1,01-01-14,Brazil
2015,Sao Paulo,8,643,01-01-15,Brazil
2016,Sao Paulo,8,797,01-01-16,Brazil
2017,Sao Paulo,8,981,01-01-17,Brazil
1998,Sao Paulo,9,525,01-01-98,Brazil
1999,Sao Paulo,9,911,01-01-99,Brazil
2000,Sao Paulo,9,582,01-01-00,Brazil
2001,Sao Paulo,9,425,01-01-01,Brazil
2002,Sao Paulo,9,302,01-01-02,Brazil
2003,Sao Paulo,9,977,01-01-03,Brazil
2004,Sao Paulo,9,809,01-01-04,Brazil
2005,Sao Paulo,9,231,01-01-05,Brazil
2006,Sao Paulo,9,694,01-01-06,Brazil
2007,Sao Paulo,9,495,01-01-07,Brazil
2008,Sao Paulo,9,486,01-01-08,Brazil
2009,Sao Paulo,9,116,01-01-09,Brazil
2010,Sao Paulo,9,1,01-01-10,Brazil
2011,Sao Paulo,9,1,01-01-11,Brazil
2012,Sao Paulo,9,813,01-01-12,Brazil
2013,Sao Paulo,9,560,01-01-13,Brazil
2014,Sao Paulo,9,882,01-01-14,Brazil
2015,Sao Paulo,9,368,01-01-15,Brazil
2016,Sao Paulo,9,490,01-01-16,Brazil
2017,Sao Paulo,9,2,01-01-17,Brazil
1998,Sao Paulo,10,434,01-01-98,Brazil
1999,Sao Paulo,10,763,01-01-99,Brazil
2000,Sao Paulo,10,647,01-01-00,Brazil
2001,Sao Paulo,10,444,01-01-01,Brazil
2002,Sao Paulo,10,733,01-01-02,Brazil
2003,Sao Paulo,10,422,01-01-03,Brazil
2004,Sao Paulo,10,195,01-01-04,Brazil
2005,Sao Paulo,10,221,01-01-05,Brazil
2006,Sao Paulo,10,153,01-01-06,Brazil
2007,Sao Paulo,10,281,01-01-07,Brazil
2008,Sao Paulo,10,87,01-01-08,Brazil
2009,Sao Paulo,10,64,01-01-09,Brazil
2010,Sao Paulo,10,260,01-01-10,Brazil
2011,Sao Paulo,10,188,01-01-11,Brazil
2012,Sao Paulo,10,206,01-01-12,Brazil
2013,Sao Paulo,10,127,01-01-13,Brazil
2014,Sao Paulo,10,887,01-01-14,Brazil
2015,Sao Paulo,10,213,01-01-15,Brazil
2016,Sao Paulo,10,177,01-01-16,Brazil
2017,Sao Paulo,10,179,01-01-17,Brazil
1998,Sao Paulo,11,488,01-01-98,Brazil
1999,Sao Paulo,11,398,01-01-99,Brazil
2000,Sao Paulo,11,96,01-01-00,Brazil
2001,Sao Paulo,11,168,01-01-01,Brazil
2002,Sao Paulo,11,72,01-01-02,Brazil
2003,Sao Paulo,11,155,01-01-03,Brazil
2004,Sao Paulo,11,144,01-01-04,Brazil
2005,Sao Paulo,11,163,01-01-05,Brazil
2006,Sao Paulo,11,43,01-01-06,Brazil
2007,Sao Paulo,11,50,01-01-07,Brazil
2008,Sao Paulo,11,20,01-01-08,Brazil
2009,Sao Paulo,11,83,01-01-09,Brazil
2010,Sao Paulo,11,104,01-01-10,Brazil
2011,Sao Paulo,11,87,01-01-11,Brazil
2012,Sao Paulo,11,50,01-01-12,Brazil
2013,Sao Paulo,11,120,01-01-13,Brazil
2014,Sao Paulo,11,56,01-01-14,Brazil
2015,Sao Paulo,11,21,01-01-15,Brazil
2016,Sao Paulo,11,39,01-01-16,Brazil
2017,Sao Paulo,11,37,01-01-17,Brazil
1998,Sao Paulo,12,121,01-01-98,Brazil
1999,Sao Paulo,12,47,01-01-99,Brazil
2000,Sao Paulo,12,23,01-01-00,Brazil
2001,Sao Paulo,12,52,01-01-01,Brazil
2002,Sao Paulo,12,57,01-01-02,Brazil
2003,Sao Paulo,12,58,01-01-03,Brazil
2004,Sao Paulo,12,102,01-01-04,Brazil
2005,Sao Paulo,12,15,01-01-05,Brazil
2006,Sao Paulo,12,13,01-01-06,Brazil
2007,Sao Paulo,12,21,01-01-07,Brazil
2008,Sao Paulo,12,36,01-01-08,Brazil
2009,Sao Paulo,12,37,01-01-09,Brazil
2010,Sao Paulo,12,52,01-01-10,Brazil
2011,Sao Paulo,12,53,01-01-11,Brazil
2012,Sao Paulo,12,64,01-01-12,Brazil
2013,Sao Paulo,12,109,01-01-13,Brazil
2014,Sao Paulo,12,57,01-01-14,Brazil
2015,Sao Paulo,12,45,01-01-15,Brazil
2016,Sao Paulo,12,47,01-01-16,Brazil
1998,Sergipe,1,0,01-01-98,Brazil
1999,Sergipe,1,36,01-01-99,Brazil
2000,Sergipe,1,1,01-01-00,Brazil
2001,Sergipe,1,2,01-01-01,Brazil
2002,Sergipe,1,1,01-01-02,Brazil
2003,Sergipe,1,198,01-01-03,Brazil
